,Unnamed: 0,Player,Age,Team,Games Played,Minutes Played,PTS,FG%,3P%,FT%,Offensive Production per Minute,True Shooting,3PAr,TRB%,Field Goals Assisted,Possessions end by steal,Two-point attempts blocked,Turnovers per 100 plays,Plays Used,Win Shares,Box Plus/Minus,Value Over Replacement,Salary,Win_Pct,Salary_log,Archetype_ID,Player_Archetype,Predicted_Salary,Value_Gap
0,0,Shai Gilgeous-Alexander,26.0,OKC,76.0,34.2,32.7,0.519,0.375,0.898,30.7,0.637,0.263,7.8,31.3,2.4,3.0,8.6,34.8,16.7,11.5,8.9,38333050.0,0.829,17.461823032414898,0,Elite Creator / Franchise Star,46785309.0030404,-8452259.003040403
1,1,Giannis Antetokounmpo,30.0,MIL,67.0,34.2,30.4,0.601,0.222,0.617,30.5,0.625,0.048,19.0,36.0,1.2,3.2,11.2,35.2,11.5,9.5,6.6,54126450.0,0.585,17.80683355224168,0,Elite Creator / Franchise Star,52713544.47125282,1412905.5287471786
2,2,Nikola JokiÄ‡,29.0,DEN,70.0,36.7,29.6,0.576,0.417,0.8,32.0,0.663,0.243,19.1,44.1,2.4,1.6,12.8,29.5,16.4,13.3,9.8,55224526.0,0.61,17.826917742272254,0,Elite Creator / Franchise Star,53418561.1518858,1805964.8481142
3,3,Luka DonÄiÄ‡,25.0,LAL,50.0,35.4,28.2,0.45,0.368,0.782,24.1,0.587,0.469,12.8,36.1,2.5,1.1,13.0,33.9,5.9,6.7,3.9,45999660.0,0.61,17.644144584860996,0,Elite Creator / Franchise Star,46057764.02762206,-58104.02762205899
4,4,Anthony Edwards,23.0,MIN,79.0,36.3,27.6,0.447,0.395,0.837,20.1,0.595,0.503,8.7,20.9,1.6,1.7,12.0,31.4,8.4,4.3,4.6,45550512.0,0.598,17.634332443955888,0,Elite Creator / Franchise Star,37865441.52958514,7685070.470414862
5,5,Jayson Tatum,26.0,BOS,72.0,36.4,26.8,0.452,0.343,0.814,21.7,0.582,0.497,12.9,27.0,1.5,1.3,11.2,31.2,9.5,5.2,4.8,54126450.0,0.744,17.80683355224168,0,Elite Creator / Franchise Star,45860405.20042103,8266044.799578972
6,6,Kevin Durant,36.0,PHO,62.0,36.5,26.6,0.527,0.43,0.839,21.2,0.642,0.331,9.2,19.6,1.1,3.2,12.9,28.7,5.2,3.2,3.0,54708609.0,0.439,17.817531659027434,7,High - Impact Starter / Primary Option,49583722.79559528,5124886.204404719
7,7,Tyrese Maxey,24.0,PHI,52.0,37.7,26.3,0.437,0.337,0.879,19.5,0.562,0.438,5.0,28.0,2.3,1.1,9.2,29.8,3.8,2.0,2.0,37958760.0,0.293,17.452010891552664,3,High Volume Inefficient Scorer,37238000.26418875,720759.7358112484
8,8,Cade Cunningham,23.0,DET,70.0,35.0,26.1,0.469,0.356,0.846,20.6,0.565,0.287,9.6,43.0,1.4,2.1,16.0,33.2,5.9,3.9,3.7,46394100.0,0.537,17.652682875493632,0,Elite Creator / Franchise Star,40979674.08656606,5414425.913433939
9,9,Jalen Brunson,28.0,NYK,65.0,35.4,26.0,0.488,0.383,0.821,21.6,0.605,0.331,4.7,32.3,1.3,0.3,10.5,29.5,8.3,3.3,3.1,34944001.0,0.622,17.369257395321146,7,High - Impact Starter / Primary Option,49323788.38958315,-14379787.389583148
10,10,Paolo Banchero,22.0,ORL,46.0,34.4,25.9,0.452,0.32,0.727,20.0,0.551,0.299,12.5,26.0,1.1,1.7,11.2,33.6,3.5,3.5,2.2,15334769.0,0.5,16.54563335704827,3,High Volume Inefficient Scorer,24635849.732960064,-9301080.732960064
11,11,Devin Booker,28.0,PHO,75.0,37.3,25.6,0.461,0.332,0.894,19.3,0.589,0.388,6.1,30.6,1.2,0.5,11.9,29.3,6.4,0.4,1.7,53142264.0,0.439,17.788483120646912,7,High - Impact Starter / Primary Option,45968323.74128244,7173940.258717559
12,12,LaMelo Ball,23.0,CHO,47.0,32.0,25.2,0.405,0.339,0.843,19.1,0.536,0.526,8.2,43.8,1.8,0.8,13.1,35.9,2.0,3.2,2.0,37958760.0,0.232,17.452010891552664,3,High Volume Inefficient Scorer,30869835.255859166,7088924.744140834
13,13,Damian Lillard,34.0,MIL,58.0,36.1,24.9,0.448,0.376,0.921,21.3,0.621,0.528,7.1,29.7,1.6,0.4,12.2,27.8,7.6,4.0,3.2,68230450.0,0.585,18.038401518765365,7,High - Impact Starter / Primary Option,52225323.896272674,16005126.103727326
14,14,Anthony Davis,31.0,LAL,51.0,33.5,24.7,0.516,0.282,0.775,26.3,0.588,0.136,19.4,18.3,1.7,6.0,9.5,30.4,6.7,5.4,3.2,54126450.0,0.61,17.80683355224168,0,Elite Creator / Franchise Star,49450179.33616624,4676270.66383376
15,15,Kyrie Irving,32.0,DAL,50.0,36.1,24.7,0.473,0.401,0.916,19.9,0.594,0.38,7.2,20.5,1.8,1.1,9.7,27.4,4.6,3.4,2.5,36566002.0,0.476,17.414629486914013,7,High - Impact Starter / Primary Option,41652384.214466155,-5086382.214466155
16,16,Zion Williamson,24.0,NOP,30.0,28.6,24.6,0.567,0.231,0.656,27.3,0.6,0.026,13.6,36.6,2.1,3.0,12.8,34.7,2.5,7.0,1.9,39446090.0,0.256,17.4904455128942,3,High Volume Inefficient Scorer,37508156.118811615,1937933.8811883852
17,17,Stephen Curry,36.0,GSW,70.0,32.2,24.5,0.448,0.397,0.933,21.5,0.618,0.623,7.4,31.3,1.7,1.3,12.6,29.8,7.9,6.3,4.8,59606817.0,0.585,17.903280521466012,0,Elite Creator / Franchise Star,52200626.85408926,7406190.14591074
18,18,LeBron James,40.0,LAL,70.0,34.9,24.4,0.513,0.376,0.782,22.7,0.604,0.312,12.6,40.3,1.4,1.5,15.5,30.1,7.7,5.6,4.7,52627153.0,0.61,17.778742780245555,0,Elite Creator / Franchise Star,52849501.52132657,-222348.5213265717
19,19,Karl-Anthony Towns,29.0,NYK,72.0,35.0,24.4,0.526,0.42,0.829,23.4,0.63,0.278,21.0,13.8,1.4,1.9,12.1,27.4,10.1,3.6,3.5,53142264.0,0.622,17.788483120646912,0,Elite Creator / Franchise Star,49647219.563430846,3495044.4365691543
20,20,Victor Wembanyama,21.0,SAS,46.0,33.2,24.3,0.476,0.352,0.836,24.2,0.594,0.47,17.7,18.3,1.6,10.4,13.7,30.4,3.8,6.5,3.3,13376880.0,0.415,16.409038476372118,0,Elite Creator / Franchise Star,24414328.910716616,-11037448.910716616
21,21,Franz Wagner,23.0,ORL,60.0,33.7,24.2,0.463,0.295,0.871,20.1,0.558,0.303,9.7,26.6,1.9,1.0,9.6,31.0,5.6,3.1,2.6,38661750.0,0.5,17.470361323010568,7,High - Impact Starter / Primary Option,32077991.762832828,6583758.237167172
22,22,Trae Young,26.0,ATL,76.0,36.0,24.2,0.411,0.34,0.875,18.3,0.567,0.467,4.7,46.4,1.6,0.4,17.9,29.6,5.7,0.5,1.7,45999660.0,0.488,17.644144584860996,7,High - Impact Starter / Primary Option,37813237.348472364,8186422.651527636
23,23,Donovan Mitchell,28.0,CLE,71.0,31.4,24.0,0.443,0.368,0.823,20.9,0.575,0.48,7.8,23.9,2.0,0.7,9.2,30.9,7.6,3.7,3.2,46394100.0,0.78,17.652682875493632,7,High - Impact Starter / Primary Option,40765730.45105056,5628369.548949443
24,24,Cam Thomas,23.0,BRK,25.0,31.2,24.0,0.438,0.349,0.881,18.0,0.575,0.43,6.0,22.9,1.0,0.3,10.6,32.6,1.2,0.3,0.5,5993172.0,0.317,15.606131546035192,3,High Volume Inefficient Scorer,15100128.244937913,-9106956.244937913
25,25,Tyler Herro,25.0,MIA,77.0,35.4,23.9,0.472,0.375,0.878,19.7,0.605,0.486,8.1,26.2,1.3,0.6,11.5,28.0,7.4,3.1,3.5,31000000.0,0.451,17.249497794707484,7,High - Impact Starter / Primary Option,38441161.67987859,-7441161.6798785925
26,26,Joel Embiid,30.0,PHI,19.0,30.2,23.8,0.444,0.299,0.882,23.4,0.58,0.244,15.3,25.6,1.2,3.1,13.7,34.2,1.4,3.5,0.8,55224526.0,0.293,17.826917742272254,3,High Volume Inefficient Scorer,34672359.55821609,20552166.441783912
27,27,De'Aaron Fox,27.0,SAC,62.0,36.1,23.5,0.463,0.31,0.827,18.3,0.56,0.328,7.4,27.2,2.0,1.1,11.8,28.3,4.3,0.4,1.3,37096620.0,0.488,17.42903644526268,3,High Volume Inefficient Scorer,35672468.48407325,1424151.5159267485
28,28,Zach LaVine,29.0,CHI,74.0,35.2,23.3,0.511,0.446,0.825,17.3,0.639,0.438,6.5,18.3,1.1,0.4,13.4,25.3,5.1,0.7,1.8,47499660.0,0.476,17.6762331321373,7,High - Impact Starter / Primary Option,36368940.37005424,11130719.629945762
29,29,Ja Morant,25.0,MEM,50.0,30.4,23.2,0.454,0.309,0.824,19.3,0.563,0.321,7.1,36.0,1.9,0.7,15.2,32.2,3.5,2.4,1.7,39446090.0,0.585,17.4904455128942,3,High Volume Inefficient Scorer,35574823.7367827,3871266.2632173
30,30,James Harden,35.0,LAC,79.0,35.3,22.8,0.41,0.352,0.874,20.0,0.582,0.516,9.3,36.8,2.1,2.0,18.0,29.6,8.3,4.3,4.4,39182693.0,0.61,17.48374572768805,0,Elite Creator / Franchise Star,42976812.55705739,-3794119.557057388
31,31,Jaylen Brown,28.0,BOS,63.0,34.3,22.2,0.463,0.324,0.764,17.8,0.555,0.32,9.3,21.4,1.7,0.8,11.4,28.9,5.2,0.0,1.1,53142264.0,0.744,17.788483120646912,7,High - Impact Starter / Primary Option,30700928.041190147,22441335.958809853
32,32,DeMar DeRozan,35.0,SAC,77.0,35.9,22.2,0.477,0.328,0.857,17.7,0.569,0.196,6.0,18.7,1.1,1.1,6.5,25.0,7.1,-0.1,1.3,24570000.0,0.488,17.0170367851974,7,High - Impact Starter / Primary Option,31100462.080164455,-6530462.080164455
33,33,Brandon Ingram,27.0,NOP,18.0,33.1,22.2,0.465,0.374,0.855,16.0,0.56,0.345,9.1,26.8,1.3,1.8,16.2,30.2,0.0,-0.3,0.3,38095238.0,0.256,17.455599871658777,3,High Volume Inefficient Scorer,18204395.001952928,19890842.998047072
34,34,Jaren Jackson Jr.,25.0,MEM,74.0,29.8,22.2,0.488,0.375,0.781,19.6,0.591,0.321,10.0,10.1,1.9,4.7,9.9,28.1,6.4,2.3,2.4,35000000.0,0.585,17.370858648025116,7,High - Impact Starter / Primary Option,32298168.440073412,2701831.559926588
35,35,Norman Powell,31.0,LAC,60.0,32.6,21.8,0.484,0.418,0.804,17.5,0.615,0.453,5.5,10.2,1.8,0.5,9.2,26.1,5.3,1.5,1.8,20482758.0,0.61,16.835094065858964,7,High - Impact Starter / Primary Option,26859085.36291567,-6376327.362915669
36,36,Jalen Williams,23.0,OKC,69.0,32.4,21.6,0.484,0.365,0.789,20.3,0.573,0.291,8.8,23.4,2.4,2.1,10.3,27.5,7.8,4.0,3.4,6580997.0,0.829,15.699696963533029,7,High - Impact Starter / Primary Option,21269209.64716375,-14688212.647163749
37,37,Kawhi Leonard,33.0,LAC,37.0,31.9,21.5,0.498,0.411,0.81,20.5,0.589,0.305,10.5,16.4,2.5,1.4,9.6,27.7,3.5,3.1,1.5,50000000.0,0.61,17.72753358339242,7,High - Impact Starter / Primary Option,36165446.497426614,13834553.502573386
38,38,Jamal Murray,27.0,DEN,67.0,36.1,21.4,0.474,0.393,0.886,17.8,0.584,0.354,5.9,23.2,1.8,1.2,10.1,24.0,6.2,0.8,1.7,46394100.0,0.61,17.652682875493632,7,High - Impact Starter / Primary Option,34499407.212852225,11894692.787147775
39,39,Trey Murphy III,24.0,NOP,53.0,35.0,21.2,0.454,0.361,0.887,17.3,0.598,0.522,7.8,15.9,1.5,2.0,9.9,23.7,3.5,0.8,1.3,25000000.0,0.256,17.034386422832473,3,High Volume Inefficient Scorer,26310918.354236323,-1310918.3542363234
40,40,RJ Barrett,24.0,TOR,58.0,32.2,21.1,0.468,0.35,0.63,16.5,0.547,0.312,10.5,27.3,1.2,0.9,12.9,28.7,2.4,0.6,1.2,27705357.0,0.366,17.13713638205536,3,High Volume Inefficient Scorer,28169632.71454202,-464275.7145420201
41,41,CJ McCollum,33.0,NOP,56.0,32.7,21.1,0.444,0.373,0.717,15.8,0.55,0.459,6.2,20.6,1.2,1.3,9.0,27.2,1.5,-1.4,0.3,30666666.0,0.256,17.23868685721477,3,High Volume Inefficient Scorer,20286964.09052873,10379701.90947127
42,42,Jalen Green,22.0,HOU,82.0,32.9,21.0,0.423,0.354,0.813,15.1,0.544,0.46,7.4,16.0,1.3,0.9,11.4,27.3,5.1,0.5,1.7,33584499.0,0.634,17.32957520897365,7,High - Impact Starter / Primary Option,18016655.321641255,15567843.678358745
43,43,Brandon Miller,22.0,CHO,27.0,34.2,21.0,0.403,0.355,0.861,14.0,0.54,0.597,7.6,18.3,1.5,2.1,12.6,27.7,0.4,0.0,0.4,11968800.0,0.232,16.297813905432722,3,High Volume Inefficient Scorer,11841224.16786785,127575.83213214949
44,44,Darius Garland,25.0,CLE,75.0,30.7,20.6,0.472,0.401,0.878,19.9,0.6,0.451,5.0,32.2,1.9,0.4,12.8,27.2,8.1,3.1,3.0,39446090.0,0.78,17.4904455128942,7,High - Impact Starter / Primary Option,33221684.961814214,6224405.038185786
45,45,Jordan Poole,25.0,WAS,68.0,29.4,20.5,0.432,0.378,0.883,16.6,0.591,0.588,5.3,25.6,2.0,1.2,14.8,29.0,2.0,0.4,1.2,31848215.0,0.22,17.276491925854813,3,High Volume Inefficient Scorer,26813818.945317015,5034396.054682985
46,46,Coby White,24.0,CHI,74.0,33.1,20.4,0.453,0.37,0.902,15.5,0.601,0.521,5.8,19.5,1.3,0.6,12.4,24.4,4.5,-0.9,0.7,12888889.0,0.476,16.371876257941313,3,High Volume Inefficient Scorer,20360024.019686986,-7471135.019686986
47,47,Miles Bridges,26.0,CHO,64.0,31.7,20.3,0.431,0.313,0.87,17.7,0.541,0.413,12.6,21.7,1.1,2.2,10.2,28.0,3.2,1.8,2.0,25000000.0,0.232,17.034386422832473,3,High Volume Inefficient Scorer,26151439.632607657,-1151439.6326076575
48,48,Austin Reaves,26.0,LAL,73.0,34.9,20.2,0.46,0.377,0.877,18.1,0.616,0.512,7.3,24.9,1.6,0.8,12.9,23.7,7.6,1.9,2.6,13937574.0,0.61,16.45009898833605,7,High - Impact Starter / Primary Option,26414284.492629204,-12476710.492629204
49,49,Pascal Siakam,30.0,IND,78.0,32.7,20.2,0.519,0.389,0.734,19.2,0.599,0.274,11.8,15.7,1.3,1.5,7.6,24.2,7.5,1.7,2.4,45550512.0,0.61,17.634332443955888,7,High - Impact Starter / Primary Option,34092759.66705983,11457752.332940169
50,50,Kristaps PorziÅ†Ä£is,29.0,BOS,42.0,28.8,19.5,0.483,0.412,0.809,22.3,0.618,0.436,12.8,11.4,1.3,4.8,7.4,25.9,5.3,4.7,2.1,30731707.0,0.744,17.240805513427713,7,High - Impact Starter / Primary Option,32520518.15979499,-1788811.15979499
51,51,Scottie Barnes,23.0,TOR,65.0,32.8,19.3,0.446,0.271,0.755,17.8,0.523,0.263,12.6,27.7,2.1,2.8,13.4,27.0,3.5,2.4,2.3,38661750.0,0.366,17.470361323010568,3,High Volume Inefficient Scorer,27604203.519182015,11057546.480817985
52,52,Anfernee Simons,25.0,POR,70.0,32.7,19.3,0.426,0.363,0.902,14.9,0.557,0.527,4.5,23.3,1.3,0.2,10.6,24.6,4.2,-0.1,1.1,27678571.0,0.439,17.13616909778758,3,High Volume Inefficient Scorer,23818721.943982355,3859849.0560176447
53,53,Desmond Bane,26.0,MEM,69.0,32.0,19.2,0.484,0.392,0.894,17.9,0.6,0.411,10.0,23.6,1.7,1.2,13.3,23.3,6.5,3.2,2.9,36725670.0,0.585,17.41898655078991,7,High - Impact Starter / Primary Option,28995786.798315477,7729883.201684523
54,54,Domantas Sabonis,28.0,SAC,70.0,34.7,19.1,0.59,0.417,0.754,22.9,0.655,0.175,22.4,26.0,1.0,1.0,16.5,21.6,10.1,5.2,4.4,42336000.0,0.488,17.56114836951738,0,Elite Creator / Franchise Star,37732842.156229556,4603157.843770444
55,55,Alperen ÅžengÃ¼n,22.0,HOU,76.0,31.5,19.1,0.496,0.233,0.692,21.4,0.545,0.079,17.5,24.1,1.7,2.3,12.7,26.2,8.3,4.4,3.9,33944954.0,0.634,17.340250800043123,0,Elite Creator / Franchise Star,25928493.765626665,8016460.234373335
56,56,John Collins,27.0,UTA,40.0,30.5,19.0,0.527,0.399,0.848,19.0,0.628,0.279,14.4,10.8,1.5,3.1,14.6,24.2,2.5,1.0,0.9,26580000.0,0.207,17.095669648871645,3,High Volume Inefficient Scorer,25401336.07673503,1178663.9232649691
57,57,Lauri Markkanen,27.0,UTA,47.0,31.4,19.0,0.423,0.346,0.876,15.6,0.571,0.57,10.1,7.5,1.1,1.1,7.8,24.0,2.2,-0.3,0.7,46394100.0,0.207,17.652682875493632,3,High Volume Inefficient Scorer,18966117.95240422,27427982.04759578
58,58,Jalen Johnson,23.0,ATL,36.0,35.7,18.9,0.5,0.312,0.746,17.3,0.569,0.26,15.3,20.5,2.0,2.6,15.1,22.5,2.4,1.8,1.2,30000000.0,0.488,17.216707972959764,3,High Volume Inefficient Scorer,24759761.22937672,5240238.770623282
59,59,Cameron Johnson,28.0,BRK,57.0,31.6,18.8,0.475,0.39,0.893,18.2,0.632,0.546,7.8,18.5,1.5,1.4,10.5,22.9,5.1,3.1,2.3,21057065.0,0.317,16.862746738725377,7,High - Impact Starter / Primary Option,24918520.72080614,-3861455.7208061405
60,60,Julius Randle,30.0,MIN,69.0,32.3,18.7,0.485,0.344,0.806,17.5,0.593,0.334,12.1,22.5,1.0,0.7,15.3,25.0,6.2,1.3,1.8,30864198.0,0.598,17.245107461748127,7,High - Impact Starter / Primary Option,29847711.563763242,1016486.4362367578
61,61,Tyrese Haliburton,24.0,IND,73.0,33.6,18.6,0.473,0.388,0.851,21.8,0.616,0.559,5.9,38.9,2.1,1.8,9.8,21.6,10.4,5.8,4.9,45550512.0,0.61,17.634332443955888,0,Elite Creator / Franchise Star,36903168.03062512,8647343.96937488
62,62,Evan Mobley,23.0,CLE,71.0,30.5,18.5,0.557,0.37,0.725,22.3,0.633,0.254,16.5,15.1,1.4,4.7,12.2,23.2,9.0,4.6,3.6,46394100.0,0.78,17.652682875493632,0,Elite Creator / Franchise Star,30165196.923967965,16228903.076032035
63,63,Shaedon Sharpe,21.0,POR,72.0,31.3,18.5,0.452,0.311,0.785,14.5,0.551,0.428,7.8,14.2,1.3,0.6,11.0,25.1,3.0,-1.3,0.4,8399983.0,0.439,15.943740359049825,3,High Volume Inefficient Scorer,11721749.743313128,-3321766.743313128
64,64,Nikola VuÄeviÄ‡,34.0,CHI,73.0,31.2,18.5,0.53,0.402,0.805,20.3,0.611,0.309,16.9,17.1,1.2,2.0,9.7,22.4,7.3,2.6,2.7,21481481.0,0.476,16.882701819638342,7,High - Impact Starter / Primary Option,27820524.193097383,-6339043.193097383
65,65,Collin Sexton,26.0,UTA,63.0,27.9,18.4,0.48,0.406,0.865,16.6,0.593,0.313,5.2,25.1,1.3,0.3,14.1,27.0,2.4,-0.6,0.6,18975000.0,0.207,16.75863293394689,3,High Volume Inefficient Scorer,18967802.92838872,7197.071611281484
66,66,Michael Porter Jr.,26.0,DEN,77.0,33.7,18.2,0.504,0.395,0.768,16.2,0.617,0.467,11.4,8.7,0.9,1.3,8.4,20.2,6.4,-0.1,1.2,38333050.0,0.61,17.461823032414898,7,High - Impact Starter / Primary Option,28405344.588306904,9927705.411693096
67,67,Bam Adebayo,27.0,MIA,78.0,34.3,18.1,0.485,0.357,0.765,18.9,0.561,0.199,15.5,20.0,1.8,1.9,11.4,23.5,7.5,2.0,2.7,37096620.0,0.451,17.42903644526268,7,High - Impact Starter / Primary Option,30663185.95627862,6433434.043721382
68,68,Andrew Wiggins,29.0,GSW,60.0,30.7,18.0,0.448,0.374,0.763,16.4,0.566,0.415,7.9,13.5,1.6,2.6,9.4,24.5,4.0,0.9,1.4,28223215.0,0.585,17.155655459625066,7,High - Impact Starter / Primary Option,27346224.48822941,876990.5117705911
69,69,OG Anunoby,27.0,NYK,74.0,36.6,18.0,0.476,0.372,0.81,15.4,0.591,0.448,7.6,8.5,2.0,2.2,8.3,19.7,6.5,0.7,1.9,39568966.0,0.622,17.493555707385266,7,High - Impact Starter / Primary Option,28717594.04766557,10851371.95233443
70,70,Mikal Bridges,28.0,NYK,82.0,37.0,17.6,0.5,0.354,0.814,14.0,0.585,0.391,4.9,14.4,1.2,1.3,9.7,19.6,5.7,-0.5,1.2,24900000.0,0.622,17.030378401595577,7,High - Impact Starter / Primary Option,22728853.89769392,2171146.102306079
71,71,Jaden Ivey,22.0,DET,30.0,29.9,17.6,0.46,0.409,0.733,14.7,0.569,0.373,7.6,19.7,1.5,1.2,16.1,26.0,1.2,0.0,0.5,10107163.0,0.537,16.128755037302913,3,High Volume Inefficient Scorer,11342423.203080418,-1235260.2030804176
72,72,Jimmy Butler,35.0,GSW,55.0,31.7,17.5,0.504,0.308,0.842,22.4,0.626,0.174,9.2,25.5,2.2,1.0,8.8,20.8,8.7,4.9,3.0,54126450.0,0.585,17.80683355224168,7,High - Impact Starter / Primary Option,29829429.494720086,24297020.505279914
73,73,Dejounte Murray,28.0,NOP,31.0,32.6,17.5,0.393,0.299,0.823,15.4,0.494,0.352,10.7,34.6,3.0,1.1,16.2,27.3,0.2,-1.6,0.1,30801103.0,0.256,17.24306109145726,3,High Volume Inefficient Scorer,15975172.366223056,14825930.633776944
74,74,Malik Monk,26.0,SAC,65.0,31.6,17.2,0.439,0.325,0.865,15.0,0.549,0.456,6.7,25.7,1.5,1.8,13.5,24.6,2.8,-0.8,0.6,18797619.0,0.488,16.74924082404158,3,High Volume Inefficient Scorer,19078714.11684829,-281095.11684828997
