,Unnamed: 0,Player,Age,Team,Games Played,Minutes Played,PTS,FG%,3P%,FT%,Offensive Production per Minute,True Shooting,3PAr,TRB%,Field Goals Assisted,Possessions end by steal,Two-point attempts blocked,Turnovers per 100 plays,Plays Used,Win Shares,Box Plus/Minus,Value Over Replacement,Salary,Win_Pct,Salary_log,Archetype_ID,Player_Archetype,Predicted_Salary,Value_Gap
316,316,Kobe Bufkin,21.0,ATL,10.0,12.4,5.3,0.383,0.211,0.722,10.5,0.483,0.404,9.3,18.2,1.1,1.5,12.7,20.8,0.0,-4.0,-0.1,4503720.0,0.488,15.320414501945164,2,Low Impact / End of Bench,4633976.157643792,-130256.15764379222
317,317,Pat Connaughton,32.0,MIL,41.0,14.7,5.3,0.469,0.321,0.774,12.1,0.567,0.458,9.8,15.8,0.7,1.7,11.2,15.6,1.2,-2.3,0.0,9423869.0,0.585,16.058756390211297,5,3&D Specialist,5339826.4445489235,4084042.5554510765
318,318,Kevin Love,36.0,MIA,23.0,10.9,5.3,0.357,0.358,0.696,16.2,0.488,0.583,20.7,13.1,3.0,1.5,10.1,24.6,0.4,0.4,0.2,4150000.0,0.451,15.238619133170708,6,Versatile Player,4514303.069018996,-364303.0690189963
319,319,Ben Sheppard,23.0,IND,63.0,19.5,5.3,0.418,0.342,0.889,9.2,0.555,0.693,8.0,8.6,1.5,1.0,6.9,11.3,2.1,-2.0,0.0,2790720.0,0.61,14.84181054335116,5,3&D Specialist,3232690.190159627,-441970.19015962677
320,320,Javonte Green,31.0,NOP,68.0,18.5,5.1,0.429,0.326,0.724,10.7,0.541,0.491,9.4,5.9,2.5,2.4,9.1,11.8,1.6,-2.3,-0.1,2296274.0,0.256,14.646798802768483,1,Low Efficiency Creator,3535009.1251910734,-1238735.1251910734
321,321,Bismack Biyombo,32.0,SAS,28.0,18.9,5.1,0.588,0.0,0.4,12.2,0.576,0.0,16.0,7.9,1.5,3.9,17.8,12.3,0.8,-3.6,-0.2,2296274.0,0.415,14.646798802768483,4,Defensive Anchor / Elite Rebounder,3373342.7129761497,-1077068.7129761497
322,322,Mitchell Robinson,26.0,NYK,17.0,17.1,5.1,0.661,0.0,0.684,20.4,0.676,0.0,20.0,5.9,2.7,5.8,13.4,11.1,1.3,3.3,0.4,12954546.0,0.622,16.37695740417285,4,Defensive Anchor / Elite Rebounder,5928161.2714349115,7026384.7285650885
323,323,Malaki Branham,21.0,SAS,47.0,9.1,5.0,0.458,0.405,0.818,12.0,0.575,0.442,6.4,13.4,1.2,0.4,14.3,23.8,0.1,-3.2,-0.1,4962033.0,0.415,15.417326295286184,1,Low Efficiency Creator,4294408.784458089,667624.2155419113
324,324,Neemias Queta,25.0,BOS,62.0,13.9,5.0,0.65,0.0,0.754,16.3,0.674,0.015,14.9,7.4,1.0,4.5,14.8,13.7,3.2,-0.7,0.3,2349578.0,0.744,14.669746721135084,4,Defensive Anchor / Elite Rebounder,3202983.8497045427,-853405.8497045427
325,325,Lindy Waters III,27.0,GSW,52.0,15.0,4.9,0.369,0.344,0.727,8.8,0.504,0.747,7.6,9.1,1.7,1.3,7.3,14.8,1.0,-2.8,-0.2,2296274.0,0.585,14.646798802768483,2,Low Impact / End of Bench,2970849.750346226,-674575.7503462262
326,326,Jock Landale,29.0,HOU,42.0,11.9,4.8,0.533,0.423,0.675,16.0,0.59,0.171,14.6,10.3,1.3,1.8,11.0,15.7,1.7,0.4,0.3,10296274.0,0.634,16.14729273730312,6,Versatile Player,5614048.797555173,4682225.202444827
327,327,Taylor Hendricks,21.0,UTA,3.0,25.0,4.7,0.222,0.25,0.75,7.1,0.354,0.667,10.8,3.4,3.2,5.0,9.2,12.1,0.0,-3.5,0.0,6127080.0,0.207,15.62822901179341,2,Low Impact / End of Bench,5024363.276080027,1102716.7239199728
328,328,Drew Eubanks,27.0,UTA,61.0,12.2,4.6,0.593,0.5,0.662,15.6,0.622,0.031,16.5,10.6,0.8,5.0,15.4,15.1,1.7,-0.7,0.3,2296274.0,0.207,14.646798802768483,4,Defensive Anchor / Elite Rebounder,3087699.526903319,-791425.5269033192
329,329,Pelle Larsson,23.0,MIA,55.0,14.2,4.6,0.438,0.337,0.672,10.2,0.546,0.468,6.5,11.6,2.0,0.9,9.5,14.4,1.4,-3.1,-0.2,1955377.0,0.451,14.48609408309546,2,Low Impact / End of Bench,2451713.4432838145,-496336.4432838145
330,330,Julian Phillips,21.0,CHI,79.0,14.2,4.6,0.446,0.327,0.789,10.2,0.571,0.533,7.9,4.4,1.6,1.5,7.8,12.9,1.9,-3.0,-0.3,2221677.0,0.476,14.613773324189143,5,3&D Specialist,3160984.7825236237,-939307.7825236237
331,331,Cody Williams,20.0,UTA,50.0,21.2,4.6,0.323,0.259,0.725,3.7,0.419,0.525,5.7,7.4,1.0,1.4,13.8,12.5,-1.2,-7.3,-1.4,5742480.0,0.207,15.563401904876445,2,Low Impact / End of Bench,5087220.745252055,655259.2547479449
332,332,Rob Dillingham,20.0,MIN,49.0,10.5,4.5,0.441,0.338,0.533,10.2,0.503,0.351,5.4,28.4,1.9,0.2,19.6,22.7,0.1,-4.2,-0.3,6576120.0,0.598,15.69895561579218,2,Low Impact / End of Bench,5212597.869225362,1363522.1307746377
333,333,Jett Howard,21.0,ORL,60.0,11.7,4.5,0.374,0.296,0.696,7.1,0.491,0.71,5.7,9.6,0.9,1.5,11.7,19.2,0.1,-5.3,-0.6,5529720.0,0.5,15.525647920146202,2,Low Impact / End of Bench,5105577.381188026,424142.6188119743
334,334,Kevon Looney,28.0,GSW,76.0,15.0,4.5,0.514,0.4,0.566,17.0,0.535,0.018,21.8,14.3,2.0,3.1,10.8,13.3,4.3,0.3,0.7,8000000.0,0.585,15.894952224644102,6,Versatile Player,7407798.428021346,592201.5719786538
335,335,Mason Plumlee,34.0,PHO,74.0,17.6,4.5,0.619,0.0,0.648,14.8,0.645,0.02,19.5,13.6,1.3,3.4,18.6,10.8,3.7,-0.6,0.5,2296274.0,0.439,14.646798802768483,4,Defensive Anchor / Elite Rebounder,4856198.647548079,-2559924.6475480786
336,336,Dalen Terry,22.0,CHI,73.0,13.5,4.5,0.448,0.356,0.71,9.6,0.546,0.388,6.6,12.7,2.1,1.3,15.1,14.9,1.1,-3.8,-0.5,5399118.0,0.476,15.501746350076248,1,Low Efficiency Creator,3847806.525598005,1551311.474401995
337,337,Marvin Bagley III,25.0,WAS,31.0,8.5,4.4,0.519,0.158,0.657,18.4,0.56,0.179,16.6,6.5,1.6,2.7,9.0,20.9,0.6,-1.2,0.1,2296274.0,0.22,14.646798802768483,6,Versatile Player,2519850.8588644313,-223576.85886443127
338,338,Tony Bradley,27.0,IND,14.0,8.1,4.4,0.644,0.333,0.333,23.2,0.64,0.067,20.7,8.3,0.9,7.2,9.5,20.1,0.4,1.2,0.1,2940876.0,0.61,14.894218394152196,4,Defensive Anchor / Elite Rebounder,2758104.6724857767,182771.3275142233
339,339,Reed Sheppard,20.0,HOU,52.0,12.6,4.4,0.351,0.338,0.813,9.7,0.465,0.594,6.4,15.2,2.6,2.3,13.1,17.8,0.8,-1.7,0.1,10603560.0,0.634,16.176700446062174,2,Low Impact / End of Bench,5061585.930338367,5541974.069661633
340,340,Jevon Carter,29.0,CHI,36.0,8.9,4.3,0.377,0.333,0.8,12.2,0.509,0.719,6.4,17.2,1.9,0.8,6.8,21.0,0.3,-2.1,0.0,6809524.0,0.476,15.73383292532592,2,Low Impact / End of Bench,4985951.787972081,1823572.2120279185
341,341,Terrence Shannon Jr.,24.0,MIN,32.0,10.6,4.3,0.482,0.355,0.81,11.9,0.56,0.272,7.7,13.8,1.0,1.4,10.9,17.7,0.6,-2.1,0.0,2674080.0,0.598,14.799116327883072,6,Versatile Player,3182217.3933386393,-508137.3933386393
342,342,Oso Ighodaro,22.0,PHO,61.0,17.1,4.2,0.604,0.0,0.58,11.1,0.61,0.011,11.9,9.1,1.3,2.6,15.7,10.5,1.6,-2.6,-0.2,1955377.0,0.439,14.48609408309546,4,Defensive Anchor / Elite Rebounder,2488077.22452493,-532700.2245249301
343,343,Kris Murray,24.0,POR,69.0,15.1,4.2,0.419,0.225,0.456,9.1,0.472,0.43,9.5,9.0,1.6,1.5,12.4,13.9,0.7,-3.0,-0.3,3132000.0,0.439,14.95718265537758,2,Low Impact / End of Bench,2954104.845329424,177895.1546705761
344,344,Duop Reath,28.0,POR,46.0,10.2,4.2,0.422,0.321,0.909,13.7,0.552,0.639,10.6,8.0,1.2,2.7,8.3,17.0,1.0,-0.3,0.2,2221677.0,0.439,14.613773324189143,6,Versatile Player,2818927.020962265,-597250.0209622649
345,345,Cam Spencer,24.0,MEM,25.0,10.1,4.2,0.415,0.365,1.0,14.2,0.587,0.634,6.3,16.9,1.7,0.4,6.2,15.4,0.8,0.5,0.2,2537989.0,0.585,14.746882987138385,6,Versatile Player,2636337.258820195,-98348.25882019522
346,346,Jaylen Clark,23.0,MIN,40.0,13.1,4.1,0.467,0.431,0.784,12.0,0.598,0.425,5.6,6.7,3.4,0.4,5.5,12.0,1.6,-0.2,0.2,2191897.0,0.598,14.60027839312064,6,Versatile Player,2495277.8706819466,-303380.87068194663
347,347,Jalen Pickett,25.0,DEN,49.0,13.6,4.1,0.428,0.396,0.75,10.9,0.545,0.561,5.9,19.5,1.4,0.7,11.6,13.2,1.1,-1.5,0.1,2221677.0,0.61,14.613773324189143,2,Low Impact / End of Bench,2726159.270271117,-504482.27027111687
348,348,Paul Reed,25.0,DET,45.0,9.7,4.1,0.507,0.286,0.762,18.6,0.573,0.197,15.6,14.0,4.3,5.4,13.9,18.0,1.6,2.9,0.5,5335894.0,0.537,15.48996718872282,6,Versatile Player,3888899.5774692483,1446994.4225307517
349,349,Gui Santos,22.0,GSW,56.0,13.6,4.1,0.458,0.33,0.69,11.7,0.575,0.575,12.1,14.2,1.6,1.2,17.5,13.2,1.7,-1.7,0.1,2221677.0,0.585,14.613773324189143,2,Low Impact / End of Bench,2697825.803792715,-476148.8037927151
350,350,Jarred Vanderbilt,25.0,LAL,36.0,16.1,4.1,0.488,0.281,0.556,13.2,0.537,0.264,17.6,9.4,3.0,1.6,17.5,12.5,1.4,-1.0,0.2,11571429.0,0.61,16.26404968703818,6,Versatile Player,3008179.1667512916,8563249.833248708
351,351,Nicolas Batum,36.0,LAC,78.0,17.5,4.0,0.437,0.433,0.81,10.3,0.633,0.853,9.0,7.8,1.9,2.6,12.1,9.0,3.5,0.8,1.0,5601600.0,0.61,15.538563007702946,5,3&D Specialist,5754265.864473107,-152665.86447310727
352,352,Steven Adams,31.0,HOU,58.0,13.7,3.9,0.545,0.0,0.462,16.6,0.541,0.012,21.9,10.9,1.3,3.2,20.6,13.6,2.3,0.3,0.5,14130434.0,0.634,16.463841539749478,4,Defensive Anchor / Elite Rebounder,6506503.078113271,7623930.921886729
353,353,Kyle Lowry,38.0,PHI,35.0,18.8,3.9,0.35,0.33,0.818,9.8,0.525,0.752,5.8,19.2,2.5,1.6,13.8,10.1,1.0,-1.3,0.1,2296274.0,0.293,14.646798802768483,2,Low Impact / End of Bench,3290628.3985359506,-994354.3985359506
354,354,Olivier-Maxence Prosper,22.0,DAL,52.0,11.2,3.9,0.402,0.235,0.645,12.6,0.484,0.293,11.8,9.1,2.2,0.9,6.3,16.3,0.9,-2.1,0.0,1002360.0,0.476,13.817868775183012,2,Low Impact / End of Bench,2399778.1286448934,-1397418.1286448934
355,355,Devin Carter,22.0,SAC,36.0,11.0,3.8,0.37,0.295,0.591,10.8,0.471,0.48,10.8,13.5,2.6,1.0,11.0,17.9,0.4,-3.2,-0.1,4923720.0,0.488,15.409575103430155,2,Low Impact / End of Bench,3878832.630960279,1044887.3690397209
356,356,Ousmane Dieng,21.0,OKC,37.0,10.9,3.8,0.432,0.324,0.688,11.5,0.538,0.568,10.7,9.6,2.0,1.7,12.0,15.7,0.9,-0.9,0.1,6670882.0,0.829,15.71326279293794,2,Low Impact / End of Bench,3977882.604778893,2692999.395221107
357,357,Craig Porter Jr.,24.0,CLE,51.0,10.1,3.7,0.514,0.438,0.719,13.1,0.61,0.343,7.1,17.7,1.6,2.6,19.8,15.9,1.1,1.1,0.4,2221677.0,0.78,14.613773324189143,6,Versatile Player,2753186.8665699125,-531509.8665699125
358,358,Blake Wesley,21.0,SAS,58.0,11.8,3.7,0.435,0.293,0.623,9.9,0.51,0.312,4.8,22.3,2.6,0.8,20.2,16.7,0.2,-4.2,-0.4,7022602.0,0.415,15.764644504994306,2,Low Impact / End of Bench,4629391.366881476,2393210.633118524
359,359,Baylor Scheierman,24.0,BOS,31.0,12.4,3.6,0.355,0.317,0.75,10.3,0.49,0.745,9.2,11.3,2.2,0.5,9.4,14.5,0.7,-1.7,0.0,2619000.0,0.744,14.7783035053149,2,Low Impact / End of Bench,2791940.7960245674,-172940.79602456745
360,360,Jae'Sean Tate,29.0,HOU,52.0,11.3,3.6,0.473,0.348,0.681,12.3,0.557,0.311,10.6,10.5,2.2,1.1,11.5,13.3,1.6,-0.7,0.2,2296274.0,0.634,14.646798802768483,6,Versatile Player,3507526.859861079,-1211252.8598610791
361,361,Jaylon Tyson,22.0,CLE,47.0,9.6,3.6,0.43,0.345,0.792,11.1,0.523,0.389,11.5,12.4,1.4,0.6,14.0,17.4,0.8,-2.7,-0.1,3492480.0,0.78,15.066122929869394,2,Low Impact / End of Bench,3396084.4648886286,96395.53511137143
362,362,Luka Garza,26.0,MIN,39.0,5.6,3.5,0.495,0.278,0.686,18.8,0.573,0.343,13.7,8.2,1.4,1.3,9.1,26.2,0.7,-2.3,0.0,2461463.0,0.598,14.716266852844925,6,Versatile Player,2427476.129108786,33986.87089121388
363,363,Doug McDermott,33.0,SAC,42.0,8.1,3.5,0.427,0.436,0.6,9.5,0.617,0.863,3.6,2.8,0.6,0.6,4.8,15.7,0.4,-3.2,-0.1,2296274.0,0.488,14.646798802768483,5,3&D Specialist,2344394.1496668193,-48120.149666819256
364,364,Dario Å ariÄ‡,30.0,DEN,16.0,13.1,3.5,0.362,0.269,0.7,7.7,0.449,0.448,13.1,13.1,1.6,0.4,19.4,15.6,0.0,-4.8,-0.1,5426400.0,0.61,15.50678667289823,2,Low Impact / End of Bench,4721486.272648924,704913.727351076
365,365,Andre Jackson Jr.,23.0,MIL,67.0,14.6,3.4,0.477,0.395,0.5,8.6,0.554,0.386,10.1,10.9,1.7,1.3,21.8,11.9,1.2,-3.4,-0.3,2221677.0,0.585,14.613773324189143,2,Low Impact / End of Bench,2843656.912569587,-621979.9125695871
366,366,Isaac Jones,24.0,SAC,40.0,7.6,3.4,0.651,0.375,0.639,15.2,0.678,0.096,10.5,5.6,0.8,3.2,13.9,16.3,0.7,-1.7,0.0,1955377.0,0.488,14.48609408309546,4,Defensive Anchor / Elite Rebounder,1874703.0294869463,80673.9705130537
367,367,Zeke Nnaji,24.0,DEN,57.0,10.7,3.2,0.496,0.327,0.614,12.0,0.574,0.369,8.1,4.6,2.0,5.6,8.0,12.2,1.2,-1.3,0.1,8177778.0,0.61,15.916931155819396,6,Versatile Player,2499026.8549353173,5678751.145064683
368,368,Gary Harris,30.0,ORL,48.0,14.8,3.0,0.383,0.356,0.583,6.9,0.524,0.759,5.2,5.8,1.8,1.6,10.9,9.5,1.0,-2.7,-0.1,3634153.0,0.5,15.105886904585756,2,Low Impact / End of Bench,3466726.8230569344,167426.1769430656
369,369,Maxi Kleber,33.0,DAL,34.0,18.7,3.0,0.385,0.265,0.762,5.6,0.489,0.51,8.1,8.3,0.7,2.3,17.9,8.7,0.3,-3.8,-0.3,11000000.0,0.476,16.213405921671733,2,Low Impact / End of Bench,4832596.966504341,6167403.033495659
370,370,Rayan Rupert,20.0,POR,52.0,8.8,3.0,0.408,0.271,0.767,8.1,0.499,0.415,8.2,7.6,1.7,0.8,16.2,16.8,0.1,-4.7,-0.3,2221677.0,0.439,14.613773324189143,2,Low Impact / End of Bench,3230288.1481717625,-1008611.1481717625
371,371,P.J. Tucker,39.0,NYK,3.0,19.3,3.0,0.429,0.5,0.0,5.5,0.643,0.857,7.9,0.0,0.9,1.6,12.5,6.0,0.1,-7.2,-0.1,3468960.0,0.622,15.059365683455711,2,Low Impact / End of Bench,3658361.517353423,-189401.51735342294
372,372,Tyler Smith,20.0,MIL,23.0,5.3,2.9,0.48,0.433,0.75,15.2,0.626,0.6,11.1,4.9,1.2,3.1,13.0,22.1,0.2,-0.9,0.0,1955377.0,0.585,14.48609408309546,6,Versatile Player,1949641.3564446948,5735.6435553052
373,373,Keshad Johnson,23.0,MIA,16.0,6.1,2.7,0.692,0.429,0.444,19.1,0.718,0.269,15.8,6.3,2.5,3.9,11.8,15.4,0.4,-0.1,0.0,1955377.0,0.451,14.48609408309546,6,Versatile Player,1845963.9357621334,109413.06423786655
374,374,Josh Minott,22.0,MIN,46.0,6.0,2.6,0.489,0.326,0.895,15.5,0.605,0.478,9.4,9.5,2.7,4.0,10.1,17.2,0.9,2.2,0.3,2378870.0,0.598,14.682136563350834,6,Versatile Player,1946432.3357320074,432437.6642679926
375,375,Hunter Tyson,24.0,DEN,51.0,7.8,2.6,0.375,0.311,0.75,9.0,0.506,0.617,10.7,6.1,1.2,1.3,9.6,15.5,0.4,-4.8,-0.3,2221677.0,0.61,14.613773324189143,2,Low Impact / End of Bench,1914520.1462230347,307156.8537769653
376,376,Jaden Springer,22.0,BOS,43.0,8.5,2.5,0.389,0.25,0.711,10.7,0.511,0.533,8.6,12.1,3.2,1.0,13.0,14.3,0.5,-2.7,-0.1,70732.0,0.744,11.166667503947462,2,Low Impact / End of Bench,1388491.7028601533,-1317759.7028601533
377,377,Anthony Gill,32.0,WAS,51.0,7.8,2.5,0.489,0.323,0.66,10.2,0.586,0.352,8.6,5.7,1.1,0.5,8.3,12.7,0.5,-4.5,-0.3,2296274.0,0.22,14.646798802768483,1,Low Efficiency Creator,1935705.1864195075,360568.8135804925
378,378,Dillon Jones,23.0,OKC,54.0,10.2,2.5,0.383,0.254,0.607,8.1,0.464,0.474,11.8,12.6,1.4,0.7,16.2,13.3,0.8,-4.0,-0.3,2753280.0,0.829,14.828303849384488,2,Low Impact / End of Bench,2569695.8712251843,183584.1287748157
379,379,John Konchar,28.0,MEM,46.0,12.1,2.4,0.451,0.371,0.875,12.1,0.592,0.681,14.3,8.8,2.5,2.3,14.5,8.0,1.5,1.7,0.5,6165000.0,0.585,15.63439885678657,6,Versatile Player,3654684.890898389,2510315.109101611
380,380,Bronny James,20.0,LAL,27.0,6.7,2.3,0.313,0.281,0.786,7.1,0.424,0.478,5.6,16.5,2.4,1.6,15.1,20.9,-0.2,-7.2,-0.2,1955377.0,0.61,14.48609408309546,2,Low Impact / End of Bench,2276918.060302154,-321541.06030215416
381,381,Jordan McLaughlin,28.0,SAC,46.0,6.8,2.1,0.431,0.413,0.773,12.3,0.6,0.639,5.3,21.0,2.5,0.3,16.4,13.3,0.6,-1.6,0.0,2296274.0,0.488,14.646798802768483,2,Low Impact / End of Bench,1772444.942080894,523829.057919106
382,382,JD Davison,22.0,BOS,16.0,5.8,2.1,0.353,0.222,0.714,6.5,0.445,0.529,7.6,19.1,2.7,1.0,26.0,23.6,-0.2,-6.2,-0.1,2270735.0,0.744,14.635614565981587,2,Low Impact / End of Bench,2081481.1404336828,189253.85956631717
383,383,Johnny Furphy,20.0,IND,50.0,7.6,2.1,0.38,0.3,0.818,9.8,0.506,0.543,10.4,6.2,2.3,2.6,10.6,13.0,0.5,-2.5,0.0,1955377.0,0.61,14.48609408309546,2,Low Impact / End of Bench,1659602.9827845437,295774.01721545635
384,384,Dwight Powell,33.0,DAL,55.0,10.0,2.1,0.689,0.4,0.651,12.9,0.713,0.082,11.7,12.5,1.6,3.3,18.4,7.6,1.7,0.0,0.3,4000000.0,0.476,15.201805169084134,4,Defensive Anchor / Elite Rebounder,3233441.368587731,766558.6314122691
385,385,Tyler Kolek,23.0,NYK,41.0,7.2,2.0,0.329,0.298,0.765,10.3,0.453,0.573,5.2,29.5,2.0,1.3,16.7,15.8,0.4,-2.8,-0.1,2191897.0,0.622,14.60027839312064,2,Low Impact / End of Bench,1857421.4788542117,334475.52114578825
386,386,Kobe Brown,25.0,LAC,40.0,6.8,1.9,0.458,0.231,0.714,10.8,0.513,0.361,13.5,11.9,1.3,1.5,13.8,14.0,0.5,-2.1,0.0,2654880.0,0.61,14.791910390561402,2,Low Impact / End of Bench,1600025.2655056992,1054854.7344943008
387,387,Ariel Hukporti,22.0,NYK,25.0,8.7,1.9,0.677,0.0,0.462,7.6,0.654,0.0,13.5,6.4,0.2,6.4,36.4,11.6,0.1,-5.6,-0.2,1955377.0,0.622,14.48609408309546,4,Defensive Anchor / Elite Rebounder,1722257.8467232229,233119.15327677713
388,388,Bobi Klintman,21.0,DET,8.0,5.3,1.9,0.6,0.4,0.5,15.9,0.689,0.5,9.2,22.5,2.3,2.3,8.4,11.9,0.2,1.0,0.0,1955377.0,0.537,14.48609408309546,6,Versatile Player,1652450.7117267794,302926.28827322065
389,389,Garrett Temple,38.0,TOR,28.0,8.1,1.9,0.3,0.214,0.917,8.5,0.406,0.467,6.8,17.4,3.6,0.8,13.3,13.9,0.2,-3.6,-0.1,2296274.0,0.366,14.646798802768483,2,Low Impact / End of Bench,2116070.8864546996,180203.11354530044
390,390,Jericho Sims,26.0,NYK,53.0,11.9,1.8,0.634,0.0,0.615,10.0,0.639,0.0,17.6,6.4,0.8,2.8,30.1,7.6,1.3,-3.0,-0.2,2461463.0,0.622,14.716266852844925,4,Defensive Anchor / Elite Rebounder,2459978.901478791,1484.0985212088563
391,391,E.J. Liddell,24.0,CHI,12.0,4.4,1.8,0.533,0.3,1.0,11.1,0.661,0.667,8.9,7.6,0.9,1.6,11.2,14.1,0.1,-4.1,0.0,706898.0,0.476,13.4686430775308,6,Versatile Player,1427059.8428321294,-720161.8428321294
392,392,Pacome Dadiet,19.0,NYK,18.0,6.2,1.7,0.323,0.316,0.667,6.3,0.446,0.613,9.3,5.6,1.3,1.7,10.6,14.7,0.0,-6.5,-0.1,2847600.0,0.622,14.861987443384711,2,Low Impact / End of Bench,1951420.3718248021,896179.6281751979
393,393,Jordan Walsh,20.0,BOS,52.0,7.8,1.6,0.361,0.273,0.583,6.9,0.464,0.663,9.3,6.0,1.5,2.5,16.1,11.5,0.4,-3.9,-0.2,2221677.0,0.744,14.613773324189143,2,Low Impact / End of Bench,1737478.680471119,484198.319528881
394,394,Leonard Miller,21.0,MIN,13.0,2.5,1.5,0.4,0.0,1.0,19.9,0.54,0.333,19.1,0.0,3.1,2.9,9.7,27.8,0.1,-3.7,0.0,2221677.0,0.598,14.613773324189143,6,Versatile Player,2065849.4281045417,155827.57189545827
395,395,Cam Christie,19.0,LAC,13.0,4.5,1.4,0.292,0.154,0.5,9.1,0.349,0.542,11.5,13.7,4.2,1.7,7.2,20.5,0.0,-2.5,0.0,1955377.0,0.61,14.48609408309546,2,Low Impact / End of Bench,2067828.3571415627,-112451.35714156274
396,396,Xavier Tillman Sr.,26.0,BOS,33.0,7.0,1.0,0.245,0.156,0.75,2.4,0.31,0.604,10.1,3.8,2.4,2.0,20.4,13.1,-0.3,-8.1,-0.4,2546675.0,0.744,14.750299537389344,2,Low Impact / End of Bench,1887670.8193001377,659004.1806998623
397,397,Joe Ingles,37.0,MIN,19.0,6.0,0.8,0.261,0.2,0.0,2.4,0.326,0.652,5.4,25.4,0.9,0.0,28.1,12.2,-0.1,-7.0,-0.1,2296274.0,0.598,14.646798802768483,2,Low Impact / End of Bench,2148621.3308442053,147652.66915579466
